numero_entrega,distancia_km,trafico,clima,hora_pico,tiempo_entrega
18,28.69930998592025,88.84966725823709,1,0,65.05960623797039
620,80.68652219160302,41.522657248930315,0,1,122.98605400097557
946,93.98620454953411,79.74800018796222,0,1,108.52626141946713
6,3.1858049700675073,70.34056174601731,0,0,166.67681150647218
224,62.43451695201898,47.2807674080955,1,0,20.047516697800297
374,25.270114877660397,69.11529837720323,0,0,124.63392845667354
924,98.69662035880398,88.12539976705442,0,1,135.12496966891223
484,94.76767861784853,20.258203095152783,0,1,123.00835536101073
980,36.53908257123907,72.43176081168751,1,1,86.91228287454683
217,89.92483328433386,91.73807454443298,0,0,187.73730235413413
415,71.952548753371,18.56538634857913,0,0,134.64912135279297
983,50.641132656280185,92.36208143504993,1,0,75.95436681464021
194,95.31559790516651,0.23301408539071478,1,0,29.08013786711377
294,61.910237540754586,56.94390306657722,1,0,91.97928389459835
262,71.2989107459325,42.94976324474602,0,0,117.87675559336328
289,13.67359139602492,13.45273812448532,0,1,100.18716458423211
345,18.659383219209747,28.225638131095298,0,0,68.0980484568081
459,67.90413043910675,11.533025789308237,0,0,84.58927494958479
439,3.507343212080616,52.076776521647474,1,1,87.26357996024333
428,35.18751306381196,87.30045599505823,1,1,61.218944157160095
887,49.35383204976168,55.043476909075174,0,0,138.8348739750307
439,63.54317972704779,14.10529218930725,1,0,30.257622392491395
197,46.79070137535607,42.797189258149025,1,1,91.72239411701966
696,28.796807583747295,3.9587566332155877,0,1,78.65062620825374
60,47.4515837540196,26.37820303562741,0,0,116.25262907289395
308,28.268742447809238,26.83376670304709,1,0,44.49406124010191
388,80.35558712596594,33.861071440628784,1,0,35.81805472156599
425,52.15343905726096,87.43510413581919,0,0,196.66877563480557
337,25.392468082110543,15.807132319604367,1,1,110.1902173767576
635,99.74520065457581,91.77856507793241,0,0,163.7943596582537
852,67.93478209435212,94.09909108830902,1,1,56.086627178490424
399,36.752935240579454,92.62789158671974,1,0,142.97835190923547
136,48.17482679928046,18.88653608701517,0,0,117.11758023991732
225,9.166904357344908,15.529860844961584,1,1,52.10903615504653
745,98.59941091724771,32.73782443393034,0,0,89.67077437172333
612,14.368446748191255,50.47332287997792,0,1,149.54161392612468
334,86.23465634043379,91.15158481636101,1,0,133.22087554539513
477,99.35991832657461,64.478825790665,0,0,82.47223214033986
105,55.41831557155962,55.83787303758321,1,0,118.57139244844058
98,61.811411010718366,62.64417822312053,1,0,81.58330357461847
305,37.85391840062191,16.843203657134776,0,0,53.20287754537129
4,19.801854391005456,48.79607532691772,1,0,48.254657174339826
480,12.313317626296172,80.32413189333955,0,0,180.18510756780648
740,6.427086524050929,48.38733531995679,0,1,138.42805799405357
824,58.695629011069826,89.8749817363826,1,0,87.80317124273049
697,53.572106729579296,78.48372409282469,1,1,61.11075120166609
790,8.839822177355405,65.11113435233783,1,1,87.8789097394224
122,18.037229513636976,17.34860496237759,1,1,149.1981188521164
566,52.57451830045522,95.4331371574505,0,1,139.00265592023203
515,73.68144337963008,44.43026921584129,1,1,126.96140163990798
72,89.9334137660981,30.412800038600952,1,0,45.8105806126894
704,70.63158733514193,6.046302398330661,0,1,51.23836015815972
982,32.74248368577113,60.901856105890715,1,0,60.37902725892745
67,29.24233380892678,13.171039714610078,0,0,73.36200851112967
392,0.7586605399435675,67.95031807212594,0,0,58.83649665272882
399,43.952638610265474,61.26941374029069,1,1,64.57460912648338
586,86.24346474656991,59.65187139984288,1,1,119.12601247147111
879,2.6249880833348116,68.73106865635131,1,0,145.29314328388733
37,96.79660266216405,38.52822034032934,1,0,20.730411336240326
736,53.82201013943894,79.52327807681114,0,0,165.69872616303095
435,37.313350638725815,19.576569552391575,1,1,83.13002739130815
122,68.66606185731403,55.346734257941755,1,1,80.19680372022798
466,31.415576887611163,52.6516629002044,0,0,89.26385163595789
10,21.69024086420115,21.155551708652975,0,1,118.31116164912348
192,21.250504818399175,33.768121023118944,0,0,139.66905885319537
561,60.58376480165105,65.47604971880256,0,1,130.91478854607843
443,95.27403093761123,34.8079602954187,0,0,90.0894977883078
502,33.35575877235514,89.68554840447422,1,0,125.09574539564173
138,94.51668268317721,99.14933169889282,0,1,134.75462028729027
809,78.88221257240937,69.27190195360721,0,1,85.62781134090079
830,30.525432231372594,84.43939092495873,0,1,111.94713876469902
684,67.56871450976311,31.00045927602689,0,0,81.10458247818556
394,26.24179424046993,76.92250718293486,0,0,175.4452841260654
868,90.2836391201498,68.85717314255834,0,1,89.46014705531977
726,31.10751588914049,40.823246073986915,1,1,72.1896516306082
403,90.67898759379321,41.20332783907366,1,1,53.26779344888135
878,53.260517632039004,71.56807227037034,0,0,182.35093560499422
771,39.11551926674871,61.1439755869157,1,0,124.93121770982269
182,48.14690540381372,61.679740228635836,1,0,83.98615166184248
215,61.556473233770724,11.13081821585058,1,0,12.665829898401704
582,39.90144707806343,92.08598880103813,0,0,150.36590134693927
913,96.26598475168207,44.640313299873455,1,1,140.26443626961878
439,2.4537145458363496,46.98520102407445,1,0,23.648505507506933
790,88.39812294935818,46.32035004381849,0,0,53.79373610528029
555,19.712971390315438,8.82318683916341,0,0,117.11955529241237
762,7.989761754619584,48.100304674839336,0,1,64.21136612398548
939,52.262420053142044,48.88327323403243,1,0,46.87272937670555
903,53.28795928522973,39.12376498231599,0,1,68.0244047552894
676,33.33223367887253,74.74252837968999,1,0,107.66174004824069
794,0.46702556449839117,52.5864721004188,1,0,77.02665997111467
69,76.76419523869224,68.85672458028895,1,0,86.51314910818465
917,45.15517765348188,53.963537772750136,1,1,131.44214994244737
165,70.90240147560806,74.20799140733554,1,0,144.5114009466087
584,50.15544377768665,81.9054258773843,0,1,142.98788470305567
342,95.15248099653411,93.08922092855971,0,1,66.59384713823695
704,4.972483555746409,99.5196743270281,0,0,171.88145691304697
817,40.701077778009555,83.28009853731837,1,0,66.06113432424169
389,63.90508918844375,84.45557123175276,0,1,114.68382148677934
450,89.96897299728917,89.04943281146336,1,0,93.76149063493035
355,45.83903310667251,22.337733631174718,0,1,105.84193740664796
148,77.01102292493734,59.14119429624394,0,1,110.39801040605658
677,46.36038325804228,41.705073753623815,0,1,82.746275636711
54,1.0228701981676913,39.175996023110024,1,0,11.2357940616893
95,25.689175838227452,27.171678268851963,1,0,36.807662054191255
12,87.17577082775483,90.02114955337484,0,1,80.56900429906699
544,14.934287689057424,37.650839289624294,0,0,50.79648005082611
80,97.06754956240346,48.854525290822494,1,1,97.55030858989696
584,96.85535084853336,75.53603491561013,1,1,82.27840163362312
228,88.62587542766687,35.20365408571375,0,0,90.11416483626328
632,98.46894021549943,46.311592918381464,0,1,120.1355993410626
812,42.36910506029613,87.14815281619434,0,0,193.47827632350112
424,51.49588566568013,19.598284556720934,0,0,54.93713336811107
380,82.362867343764,24.131767682235495,0,0,118.2280026999186
720,78.99205788723569,7.252453534480507,0,0,76.14744209270833
475,30.46335583717923,8.629275278943272,0,0,144.76043319706469
91,53.700886323269636,48.42804092405548,0,0,134.43157887751565
151,59.09239483938818,70.3164693517576,0,1,108.05119772780844
497,73.42616177174835,84.5267932598826,0,1,77.91278488392336
449,82.60852223239408,41.872603173763665,0,1,116.15911417209863
872,64.3892395533413,49.28989611451197,1,1,99.6812595297078
817,15.776388770675997,49.87400605931525,0,0,59.55984319875588
617,9.935468251355662,6.651481534330472,1,1,69.44310787409492
31,24.290063995861555,53.20208124676255,1,1,101.39446676860538
61,94.37775546715791,99.92484281966836,0,1,90.71874353407132
269,82.8019159552542,5.886135269308501,0,0,103.78122070506765
346,67.23522980980334,10.149658130244465,0,1,67.55189484858079
936,47.82805078508768,57.16765519832649,1,0,97.43061547336805
188,35.21718400076581,48.292247132326004,1,1,53.19428594085049
183,57.72576956529545,79.96649861235402,0,0,155.1557868734597
795,49.59406247332928,23.52755645285005,1,0,11.042603107843423
738,5.28737968645645,19.929405061656126,1,1,83.50036202857386
476,85.85343560436831,79.54161508885448,1,1,127.04908934668379
612,5.554770412007182,48.98002889709723,1,0,23.529641555363852
592,47.03845826859313,62.36715609126446,0,1,62.287468982008676
410,11.110573271551694,4.101180381583136,0,1,86.51188015257672
782,26.344563448064484,94.06284603856962,0,1,101.1473612813217
977,87.94590068564987,48.20895112484398,0,0,94.30087418774204
93,19.950551260631165,39.88598939020094,0,0,93.7005871275776
678,25.20975041943109,46.88013498837783,1,1,94.95224887346254
960,80.34917209415914,9.524539891476525,1,0,12.571642396018184
239,25.248784690786508,3.2162394722642818,0,0,104.21508579357959
119,73.54607632737499,22.96516072803343,1,1,77.43784859504424
554,55.89565695027121,25.606909398016807,0,0,63.91951205945957
614,48.83387583395192,56.97478005603986,0,1,116.64344989356779
220,95.71816122796697,23.667541894842447,0,0,87.76940948261444
97,83.86673897375184,31.5119504203088,1,0,27.75835713941713
151,75.04650566708357,98.70853054656902,1,1,105.43328925236358
930,19.612403020631653,31.05606523204282,1,1,119.05962421822133
49,44.468247530975304,30.13187151870287,0,0,122.41462290352653
880,0.5498030886386673,3.374677349513122,0,0,115.27919265871816
362,18.531396921650533,83.43663801103469,1,0,55.45768656648109
537,9.904868886617136,16.100103805274802,0,1,85.8562200769338
797,22.74924584556076,29.02782647702713,0,1,64.86375393153037
28,18.226491437209557,39.81685824178657,0,1,96.74099747110091
571,55.78691286716756,52.56713110240228,0,0,59.328599153206575
867,42.441076534318924,46.755661324675316,0,0,130.91079661622177
739,62.020721755111765,83.92067105360738,1,0,92.7007199354001
249,41.836584534297685,70.17775313654126,1,0,93.66506112132018
35,72.23490603737123,24.84324532616542,0,0,63.68041832253862
683,37.99435176529935,85.820009813285,1,0,123.65863981660061
763,12.611368686253988,73.06816746544243,1,1,61.25521780979341
310,45.3234699485992,26.354600955651254,0,0,85.6317654352128
37,36.16950382584194,90.55760103020197,0,0,196.8829133486918
427,46.607089987309,81.38296046308741,0,1,126.46269256579905
28,95.06234043964568,13.649019715151322,0,0,80.06942093954315
40,36.542675011898154,73.2317483775127,0,1,118.04569919682926
64,51.44368969070952,46.415359246908864,0,1,61.42659752749765
185,70.08108910845056,64.96003168681592,0,0,146.925821972596
808,27.518280671014484,78.51379656582247,1,0,57.34992655998704
649,44.15652214668684,13.570663252855608,1,0,18.882852429994404
995,35.7520734509707,54.0509507423222,0,1,68.0125434353862
569,21.516801178652866,85.39811916294158,1,1,149.65924577424772
56,95.65380226189527,98.42304277708314,1,0,51.393754997528326
15,16.301463218206813,80.75082159740938,0,1,144.40311242732466
66,2.7878952592095496,81.61758061732229,1,1,71.94683185814365
307,16.791369028850212,80.8829132787655,1,0,74.81084050746716
367,55.4565615306563,89.02671885479744,1,1,98.26689692165117
909,84.04145368544403,76.83301407949207,0,0,174.9695601491397
333,33.3690191267899,65.35581109210582,0,1,134.5966772362604
131,2.240555244007225,89.0871735217212,1,0,144.3397810133328
822,73.71170203457118,15.616117303606691,1,1,123.7256958170714
155,22.311754692864362,47.695533752906314,0,0,54.75967125303849
324,81.65777042517283,33.05385499859565,0,0,53.390828052267004
852,72.46306344836091,47.77776860819848,1,0,21.405820295959188
288,88.06563150889542,71.21218642173629,1,0,79.62087783228718
225,5.434105936616074,41.37951332282294,0,1,54.610984332496315
165,40.0004417626819,36.56411764400561,1,1,92.54250364598992
37,34.21355734843947,99.39644947170008,1,1,96.20302134567665
120,87.04635275397631,10.344718640146123,0,1,149.94525680209097
286,19.306433614684202,53.85498983986376,1,0,138.76582769411954
813,37.267805910768956,66.97809314481462,1,0,75.43855949230459
554,72.39320521001274,75.72982229419686,1,1,128.26411760343888
877,77.78228616374095,46.47290941501262,1,1,133.0776289465411
344,0.6812572974724596,22.755997709037125,0,0,129.15130463324124
811,39.96848293017399,72.88523730178593,1,0,128.91545440125523
997,14.311970901905847,25.809982874381475,1,1,106.48044895143002
414,22.96115285618132,72.88338830744985,1,1,140.71654407514532
429,23.18033689884046,57.985357540748836,0,0,92.56699245123032
957,97.4480875940461,30.17759680292399,0,1,68.62486355700077
533,58.965980279629925,73.77736324821153,0,0,162.97272582104765
10,72.4710862734818,60.6163139120615,0,1,122.04213576172977
90,21.430064936947247,8.599292877903775,0,0,142.09976866166426
494,13.549990821397007,54.268630941633035,1,1,127.44216730369041
919,90.10208656834897,86.26414079246751,1,0,130.08913312888848
264,18.379928732065174,63.754456068690104,0,0,104.53590243279334
980,32.17466696871297,9.55119843225215,1,1,57.061215635011365
965,15.270498353537509,60.79341887384254,1,0,62.04126298490156
463,69.40503551115275,46.37525876306262,1,0,29.053153790943398
421,12.939290946932392,66.79321483341148,0,0,128.06156653294164
986,64.7744422199118,4.558948633456805,1,0,21.707688397137105
604,70.66400864368705,14.864247157090372,0,0,59.80881192731372
196,37.1842192830092,63.89020318564105,1,1,145.51247988772934
785,61.650129348032166,59.48184690528676,1,0,60.73032971441125
447,36.802329171897355,85.25428112162781,1,1,118.72759032575516
878,58.432216319876495,77.42469011310062,1,1,108.72977160228864
710,15.317062277898719,88.5538966681293,0,0,173.09712424844795
58,66.06948366799719,34.94923917029337,1,0,26.94487364656954
967,35.12898404993767,85.29308902021198,1,0,140.35752458754007
674,70.28317286925696,61.86864044358106,0,1,79.1075894643963
917,50.97292565536937,76.92753402588491,0,1,107.30675413088304
722,34.858084350128124,94.08656864003271,1,1,56.84171266597622
686,2.880792446853664,17.073195348812664,1,1,69.87132265587329
994,33.76693934897255,25.151679372134893,1,1,125.99861693586543
739,69.18110822339537,10.876800823735389,1,0,34.61852296054151
744,92.8444336481849,47.12724988079855,0,0,129.2642693191845
939,23.671156350107246,24.500128855987803,0,0,128.97179848747544
800,52.46286690893501,97.13013698617718,1,0,88.149472775371
507,94.44064204655159,3.816568100684037,1,1,122.0463334309538
720,8.11241625913951,41.442256692229485,0,0,142.86462110175256
166,42.23979556149523,37.99803446887432,1,0,32.21168000977518
194,1.605360207157669,88.12919153345985,0,1,142.1449582133282
652,3.7459612230787975,60.74552215008815,0,1,123.51137233604102
709,57.77537611905864,59.73216094504844,1,0,137.56479206507407
36,36.77289313423026,80.99229576108331,0,1,78.98351008671253
509,94.45450798843407,7.399157259686473,0,1,55.44189315442909
1000,89.243772233358,16.764513148427096,1,1,125.46529967359942
599,80.25900283389237,82.94072662391771,1,0,108.14211792928964
208,12.916306463915717,87.0980812239514,0,0,199.70773114769898
788,51.70357543651701,75.04582410876279,1,0,142.39361863817743
492,91.5180094241155,93.77505597419457,1,1,71.42056303175615
95,21.68745692351627,34.73694616916105,1,0,32.25956632067316
7,12.928656978221031,46.602308869426224,0,1,142.81401128701427
971,50.74669861557513,68.04748927744372,1,0,87.05568513831668
260,52.14206087896913,71.65039855352839,1,1,55.686404764063525
933,17.680092294424554,12.058104566018745,1,1,104.8026778134977
151,40.68283197493739,96.17667527969994,1,0,122.11322832976538
81,14.931715976867022,66.03516500432937,1,0,126.12013000056056
739,91.2222253723873,54.36289804170138,1,0,114.7846616395874
36,5.490703789261486,53.575612599612924,0,1,75.14042772687901
475,34.09736211590104,83.2284658218963,0,1,96.1929045980001
697,61.89425975917613,34.11299026831502,1,0,45.39939500304705
609,74.31268191763452,99.80334214927576,0,0,164.8406168961281
960,29.27281433040825,91.66642892570704,0,1,112.00287708004817
441,56.203181030412374,20.695059725352237,0,1,79.07575428358375
551,56.04983356415133,72.63846262158225,0,0,153.62346697830213
312,75.57762817561661,12.624586226765134,0,1,73.1289451427815
644,32.79883540487458,67.84092158850072,1,1,82.66842503683253
415,97.77045345946087,71.23030452800646,1,1,102.16190241789364
432,70.67926515093457,94.41689651405837,1,1,90.54564739482387
400,94.13813370849265,97.43937947044044,1,1,123.9980512118566
710,62.360263212972214,81.27360170982867,0,0,176.23011327280332
988,35.0487554488801,17.725871281692363,0,0,75.16693211400256
487,15.577191448252748,33.349660525885206,0,0,83.11167117183166
705,77.7797177462794,35.98180905812315,1,1,103.9347833003657
276,59.94106171715734,69.68110276963867,1,1,97.17358652557984
628,50.58879378508225,20.35540212922372,0,0,147.5517705882273
989,48.745635428676316,53.100605746162046,1,0,109.1153211565578
270,22.062439756732843,3.213691852925993,1,1,87.80250468147713
525,89.90649271232168,48.74988579730892,1,0,44.69206843651767
330,27.274761458928843,0.5574821926031093,1,0,21.771111116505573
491,0.8614391822236112,8.32966251957875,1,1,100.30552440514879
394,58.34860189020775,32.043375537499706,1,0,14.611365803561384
513,40.38913332907522,20.440729886876564,1,0,20.271738441165503
655,65.66276113988529,28.768096083354543,0,0,112.88096572136948
574,69.51545865868371,41.61806071832316,0,0,108.83224737945007
95,25.188354869999195,46.06306065357148,1,0,46.105988351645294
124,40.706041543213644,87.26678547901483,1,0,149.07816588464925
14,74.85700194187275,90.23474178803941,1,0,122.08870621420682
339,14.37715526656974,70.25043475156745,0,0,169.5132717735394
36,40.18433698572663,15.408280997940182,0,0,69.24561158410422
88,69.25526781029238,17.531846397895677,0,0,122.87507348633385
580,91.703954305383,73.21141244061656,1,0,136.44058947283966
445,43.115361219049056,4.619841494163346,0,0,134.4412319308841
400,30.479668824752505,73.71383099999757,0,0,155.16874128728472
657,75.64319824000022,22.419723698215567,1,1,129.80152542058585
155,27.444052130877626,79.83430587100176,0,0,155.31162942808317
356,97.97311617407922,82.48201429219573,0,1,59.10448553329177
646,72.16527945771777,86.74999116408065,0,1,103.42403600409975
798,47.803317211538634,74.07166423503362,0,0,155.53464034276797
933,62.10859786790647,90.8674760906977,1,0,83.6919638981216
126,72.23460216930856,8.243388342503543,1,1,59.31414433204153
454,98.06745894450852,2.2850465910809303,1,0,36.76645249005811
75,16.941731192467067,19.148021753307276,0,1,53.40068559356141
221,62.2078635096035,67.14719492277617,0,0,68.94509868421812
919,32.90773141339238,68.48021545347393,1,0,76.2292644685905
467,4.380611788427535,10.289774052853796,1,0,31.207446644001358
856,88.84907419008215,24.983642697814123,0,0,128.27249011639665
674,78.84226215561118,68.48341534894227,0,1,68.30562284480287
533,36.786246867177006,3.993840169776297,1,0,33.36406476979313
57,12.755141853193008,46.27486850225907,1,1,116.13261749298316
86,58.5777931918002,33.768770015476676,1,0,13.555965280862864
250,15.69173903059281,0.5856235792254805,0,1,66.66886020499841
361,77.31824270785002,22.666715761111533,0,0,93.54643106330099
722,96.83005289222626,45.54225011769562,0,1,72.63552255294955
139,0.2752909801470693,23.421721809229958,0,0,141.6383220228294
378,33.96006557480467,91.35802385636205,1,1,87.09008096087854
958,20.45385666575026,29.988071416092232,0,0,95.5386812486286
527,5.689564312685402,61.773101365458274,1,1,69.02954643971226
833,63.468729991125436,69.57397343977547,0,1,62.37261994041825
811,57.24117805541058,85.4040282294751,1,0,50.24329293107731
904,26.19275353318564,68.65635907101922,1,0,84.94999504394544
19,67.4479106529366,75.20346182312394,0,1,113.82782569389477
39,86.99581322912555,44.984507261677756,0,1,77.00976757998632
777,21.501666518087546,35.11492579889379,1,1,146.14641685237325
897,18.43222718791643,89.19729350274727,1,1,109.05941362443862
34,75.78273679696895,14.170376162992016,1,0,44.42945558489025
414,54.575853254428665,18.88119924583759,0,1,67.6312402151918
950,21.67296022666495,87.79099272478443,0,0,184.73422017281396
585,72.34600639018679,12.068914352843274,0,0,122.66793475202397
578,99.41259467500446,5.955224995045683,0,1,139.1623250570458
651,67.06744378873125,98.95905700183339,0,1,131.62927314546693
168,72.46123455044659,8.73990419973303,1,0,12.481975953868783
18,98.2507570285326,7.275679968656778,0,0,124.10624676840884
881,52.787230230993046,11.76999471111394,0,0,139.09187310781056
387,32.38882063434303,25.84500808201159,0,1,101.25969653139992
119,1.282102179396094,16.880579659215112,1,1,82.45213518988311
974,10.928511366219496,34.062997393276085,1,1,126.84296061178526
762,61.6714788248676,55.73038896179976,0,0,127.33990660133442
312,63.32516287755647,76.90372208189608,0,1,105.66699027479366
551,2.9189686001347304,26.034095516296773,1,0,43.94062601602337
203,12.770310119315075,67.95401655981902,1,1,123.11690012823081
584,64.42229844049841,23.12406576168653,1,1,120.719555929833
498,52.3004091788919,45.74427650919941,1,1,107.99467506367762
161,2.5666469695232674,84.51563897762175,1,0,57.47611070782327
442,36.16240272667868,43.903677519900654,1,0,25.408527105031183
790,0.801177840189593,73.16859974915614,0,1,68.55812413451677
580,18.06664836623194,27.2193506867911,0,1,111.03671065530558
473,96.34937268862356,41.64135694978965,0,1,137.85912062282446
305,30.198287097383304,47.88939590335484,0,1,112.76798456439644
80,13.31228373037212,56.834733466493134,1,0,125.20849129347754
531,81.25360873580246,63.01545950731051,1,0,96.92382964274225
519,36.57759286367579,58.23654672044973,1,1,82.52483613417712
732,44.80625933098721,88.41350311398796,0,0,163.24432528118732
565,22.712020793803532,5.0150059719509255,1,1,101.00569960040667
439,24.559739599974517,87.26895573905415,0,1,68.87111010183058
336,25.1418308631406,62.379510746710324,0,1,55.3313348456645
524,46.20260143032051,67.25835189651104,1,0,97.42736344615284
434,52.26911549885238,35.896259004394835,1,1,90.18688329670266
152,41.695876932769316,37.27743807286904,0,0,58.71263247799698
684,3.0421493198957705,44.93322841181525,1,1,117.8889462766261
77,2.9151952832486616,38.57494438220619,0,1,66.73989948463237
145,91.18057754440973,70.96672098937435,0,1,81.51460784114447
124,46.12839578793378,5.284535880951202,0,1,107.10805760377798
482,20.918875331503617,42.97059312498692,0,0,136.1832700584098
456,67.01306049260498,57.47071002461295,1,1,106.85827887661767
962,59.60375834697028,17.22024623291375,1,1,88.34133988243491
784,24.49686267250778,29.805119007958602,0,0,127.63379767331125
423,21.63401020490019,89.9565700020846,0,0,156.06992399880528
513,4.8027154359468245,81.89363483403395,1,0,136.25149485018932
360,73.4193679862126,72.5000914995971,0,1,70.32083340317126
396,46.79370732153272,46.85896101023512,1,0,33.25121057242391
479,48.182987568966475,73.07069142057276,0,0,151.3576873895162
462,44.65780913705575,69.32611270379114,0,0,109.12575043717072
831,88.86648576794363,21.955154780440346,1,1,63.307252622713804
789,75.65559761237563,86.04159128704379,1,0,75.04665576269296
314,81.95856539703519,7.867596407815903,1,0,39.95536009878488
576,3.9535535720846005,72.01126720396405,1,0,135.34504095972846
4,62.507951008297525,31.827161120550862,1,0,20.882748290553405
718,6.524979232726579,14.640176620143663,1,1,110.40085953858794
871,27.14341866526071,47.74587225410012,1,0,34.207442866116736
880,96.884655320737,35.77611568944915,0,1,146.44781386524028
269,68.19871327577859,98.73936668120375,1,0,96.29812591499064
170,52.427173463249254,41.508814319818754,1,0,10.107003203038385
871,6.584700775958474,35.41314914690823,1,1,110.20665739760639
505,37.31078595028209,15.253164110059936,0,0,149.7884674206759
889,41.1355796947961,8.489385712487818,1,1,139.41788284827436
667,11.045177981973298,32.102202755736045,0,0,98.54894714028245
190,97.20463178070786,55.63746153844449,1,0,61.572571055432576
840,58.54781280007475,60.01345064604974,1,0,90.71490501323319
838,63.95423267870021,83.24738143013927,0,0,155.4902193212903
481,37.778950580940595,18.685060319511827,1,0,13.505389851378204
318,49.940500817178766,72.84255422599715,0,0,188.32995651627346
244,28.65159613094429,31.450382869423454,1,1,115.64218198451334
564,1.0311655630432903,84.4396801936896,0,0,198.19210886176398
86,3.4769955323928348,14.554354398762182,0,0,131.9460708689398
348,5.677193332312591,49.7595631689707,0,1,65.1873057692717
741,21.40749094731278,71.32714394496887,0,0,161.4889171597239
176,31.063542327933323,39.92206672282001,0,1,125.77056415243135
471,59.996526311512376,60.34916013119577,1,1,72.064904114085
491,37.58433597338187,22.168403756257902,1,1,103.35556148516008
432,21.877653772399107,84.34551003595546,1,1,116.64925054179987
591,79.92240522924169,28.710868330216698,0,0,73.49250168520413
345,60.44220613683598,34.607643071959025,1,1,99.90968308358043
16,79.17543273570917,78.27069208635436,1,0,140.29371146745095
396,99.09489795009495,20.852287980919982,0,1,66.10698041348425
351,97.9501718344543,83.5855960851709,1,0,148.83842342332827
35,12.032663404770638,37.568195275042015,1,0,32.60219885253628
751,34.436002454421796,12.876738302695333,1,0,25.144708722546806
779,56.074396191297446,52.17122136325217,0,0,76.46803989878312
335,67.75818166256232,48.47885505646241,1,0,46.68337385141165
175,1.19068346261052,15.865573366959417,0,0,120.82149809320927
944,15.287665391463367,69.01078834569026,0,1,92.57209757492791
617,17.770937886431536,94.69877657132193,0,1,96.28262098122978
740,48.96220795423238,98.03164431458306,1,1,90.59680823461076
92,62.105384723030056,21.076279927986107,1,1,101.01419078868906
902,64.49073507444729,94.29873193030966,0,0,177.34670414096553
657,28.82075804716061,48.56765076548753,1,0,12.457279258933532
525,40.40136691614725,45.82472015324052,0,1,56.90011525162111
